upmm,anode_entrance
-60.387401,-31.701199
-60.383902,-34.415755
-60.380281,-65.970408
-60.378742,-62.214074
-60.374127,-35.253357
-60.36923,-58.160845
-60.358573,-58.296587
-60.350648,-21.642461
-60.337786,-64.313779
-60.332061,-50.497498
-60.317081,-51.84303
-60.30906,-21.220244
-60.306611,-20.079873
-60.306187,-53.441751
-60.280697,-64.860897
-60.279771,-60.091936
-60.267664,-64.439718
-60.257865,-23.95184
-60.249454,-67.656668
-60.24591,-32.163946
-60.245298,-61.55262
-60.243676,-59.972428
-60.239351,-56.297313
-60.227384,-58.653749
-60.225014,-58.827804
-60.224164,-36.117073
-60.220756,-46.998369
-60.219062,-47.190292
-60.219024,-73.220129
-60.21203,-62.068121
-60.194211,-47.171516
-60.182564,-56.32182
-60.180312,-50.307864
-60.176099,-31.479165
-60.173439,-61.703816
-60.170407,-62.077136
-60.16927,-71.88698
-60.16736,-56.864917
-60.165967,-59.122928
-60.157414,-60.797636
-60.153667,-55.555037
-60.145966,-64.857191
-60.135505,-53.752042
-60.107986,-65.816195
-60.104557,-59.593477
-60.10217,-65.336876
-60.101946,-53.616972
-60.099216,-63.034441
-60.085234,-62.868387
-60.079783,-32.351323
-60.078698,-65.802158
-60.074031,-65.927126
-60.07334,-47.268464
-60.07154,-31.156269
-60.067489,-53.780602
-60.052875,-59.261532
-60.045764,-20.661844
-60.028444,-49.454959
-60.027327,-25.532142
-60.019945,-58.93324
-60.019535,-58.831491
-60.001011,-64.289362
-59.998147,-31.91242
-59.99376,-56.78529
-59.984745,-47.324112
-59.97731,-58.825998
-59.974162,-20.785254
-59.971938,-60.956585
-59.9682,-62.100664
-59.964372,-58.055115
-59.963455,-58.573468
-59.954318,-59.288699
-59.953402,-52.932918
-59.937855,-25.138317
-59.936981,-54.318706
-59.936549,-62.209277
-59.934541,-61.840042
-59.934412,-65.942578
-59.933787,-24.550627
-59.933715,-28.59184
-59.933304,-30.596545
-59.926821,-64.920812
-59.924949,-63.759248
-59.921159,-35.962509
-59.902797,-68.111667
-59.899099,-58.719076
-59.895293,-50.369614
-59.891246,-54.666027
-59.88762,-61.831081
-59.886145,-65.078858
-59.878443,-66.293463
-59.874183,-48.726289
-59.867973,-62.378715
-59.864081,-25.335362
-59.858342,-53.89962
-59.853698,-61.647232
-59.851595,-48.006002
-59.84947,-19.621841
-59.84658,-30.631334
-59.842752,-47.104596
-59.842256,-47.711353
-59.840958,-66.234744
-59.835848,-53.132101
-59.835688,-57.764192
-59.833989,-54.943278
-59.830655,-68.500279
-59.829363,-30.67779
-59.820036,-64.682918
-59.819781,-53.039355
-59.818388,-62.090512
-59.814337,-53.481464
-59.813719,-50.080275
-59.810267,-23.837258
-59.795165,-63.334368
-59.78733,-64.161751
-59.775764,-53.457345
-59.775266,-62.885
-59.770185,-59.275995
-59.769846,-55.771241
-59.756398,-65.264703
-59.749844,-47.338825
-59.73098,-28.268887
-59.729999,-48.539151
-59.723232,-52.77068
-59.709797,-62.025275
-59.706184,-50.9805
-59.70589,-46.901938
-59.704575,-58.040073
-59.697119,-58.685267
-59.6921,-64.253357
-59.679349,-64.809377
-59.678886,-73.734762
-59.67413,-61.578761
-59.67406,-66.431613
-59.664834,-24.889658
-59.654534,-65.51381
-59.653317,-68.999947
-59.652484,-58.44942
-59.647056,-23.505202
-59.647025,-64.080197
-59.640215,-63.345583
-59.637679,-55.191711
-59.626467,-61.159991
-59.624573,-54.813044
-59.622946,-36.884768
-59.617431,-55.511889
-59.607155,-22.232058
-59.595573,-33.44204
-59.592459,-59.48572
-59.582995,-66.307056
-59.573791,-58.59355
-59.567239,-24.984408
-59.554357,-63.826766
-59.538772,-48.290298
-59.536351,-66.758564
-59.533447,-63.956983
-59.532551,-29.552561
-59.52871,-62.067672
-59.518256,-26.381177
-59.513037,-64.104389
-59.508365,-63.801528
-59.484234,-60.419107
-59.482611,-53.847103
-59.476736,-52.320579
-59.476025,-60.146913
-59.47441,-23.275399
-59.462655,-62.597019
-59.461314,-54.220725
-59.458561,-48.809494
-59.456011,-32.870745
-59.45462,-63.17639
-59.450186,-17.071182
-59.449614,-19.819417
-59.437018,-22.260976
-59.437005,-66.631143
-59.422909,-52.666049
-59.420519,-62.622658
-59.419516,-64.345279
-59.398896,-58.821923
-59.396935,-59.304365
-59.396091,-66.323717
-59.370554,-54.335009
-59.369085,-64.408224
-59.365376,-68.800209
-59.357152,-35.097679
-59.352339,-53.735203
-59.341839,-23.050246
-59.340628,-59.637961
-59.337434,-66.752524
-59.32718,-25.504912
-59.319574,-57.346108
-59.308734,-36.826424
-59.303859,-58.542219
-59.302316,-56.715717
-59.301773,-49.509357
-59.301409,-53.764042
-59.298394,-63.128275
-59.297369,-52.724177
-59.292234,-52.870618
-59.287052,-61.138723
-59.280879,-63.260088
-59.272241,-56.017576
-59.271133,-63.494577
-59.270953,-58.097448
-59.26437,-61.989138
-59.262604,-61.637073
-59.242319,-52.933932
-59.235998,-61.034849
-59.231495,-63.032396
-59.221901,-66.794567
-59.219844,-23.116223
-59.219503,-53.519477
